pubmed_id	abstrct
8636801	Correlation of myelin-stained or cryotomic sections of human brain with inversion-recovery MR images can display the cerebral commissures as white-matter tracts (in hypersignal on MRI), crossing the mid-line. MRI shows routinely in three orthogonal planes a) the corpus callosum stretched above the supra-tentorial ventricles, it's four portions (rostrum, genu, body and splenium) and connections with the Deep Grey Nuclei b) the fornix, intralimbic commissure joining anteriorly the mammillary bodies (through it's columns) to the alveus posteriorly and inferiorly (via it's two crura), arcing around the thalamus and lying over the hippocampus and the dentate gyrus as shown on the frontal sections c) the anterior commissure, white-matter tract connecting the two temporal lobes. In axial view, the anterior commissure has the shape of bicycle handlebars, coursing posteriorly, inferiorly and laterally behind the head of the caudate nucleus and passes into the lateral nucleus of the globus pallidus into the inferior and middle temporal gyri. Because the anterior commissure is easily recognisable in all planes, it's appears to be a important landmark for identification of the lateral and medial nuclei of the globus pallidus on axial and sagittal planes d) at least, the posterior commissure, anterior margin of the pineal region, closely related to the superior colliculi, acquire a major importance in the AC-PC line delineation becoming a reference landmark for stereotatical procedures.
8637624	The binding of [3H]nisoxetine, a selective inhibitor of the high-affinity noradrenaline uptake sites, was studied on frontal frozen sections of the cat brain. The highest densities in autoradiographic signal were observed in the nucleus locus coeruleus and its ascending pathways, in the area postrema and in the dorsal part of the inferior olive, the pontine nuclei, the raphe nuclei, the colliculi, the periventricular and lateral areas of the hypothalamus, the suprachiasmatic nucleus, the nucleus accumbens and the olfactory bulb. A moderately high concentration of binding sites was observed in the hippocampal formation, especially in the molecular layer of Ammon's horn, in the superficial layers of the entorhinal cortex and in the indusium griseum. Binding sites were visualized in all the subdivisions of the neocortex. The highest density of binding was generally detected in the outer edge of the superficial layer I. In some cortical areas, especially in the visual cortex, labeling with a prevalent laminar distribution in the superficial layers I-III and in the deep layers V-VI was clearly observed. Moderate to low densities of binding sites were seen in most other areas of the brain except in the white matter, the caudate nucleus and putamen, which were devoid of labeling. Overall these findings indicate a good correlation between the distribution of [3H]nisoxetine binding sites and the noradrenergic systems. Furthermore, data suggest that in several areas, high-affinity noradrenaline reuptake mechanisms could play an important role in local interactions between the noradrenergic system and the other monoaminergic systems.
8653410	We studied seizures which were induced by a microinjection of kainic acid (KA) into the unilateral olfactory bulb (OB) in the rats. The first epileptiform discharge appeared in the OB, was then propagated to the amygdala and the hippocampus unilaterally, and finally propagated to the unilateral sensori-motor cortex. Consistent graded behavioral changes, almost identical to those of the amygdaloid and hippocampal seizures, occurred during the development of the seizures, and three stages were classified: stage 1 was staring, stage 2 consisted of masticatory movement and stage 3 demonstrated rearing and rearing and falling. Local cerebral glucose utilization (LCGU) measured with the [14C]2-deoxyglucose method revealed a graded propagation of seizure activities at each stage in the unilateral structures. At stage 1, the increased activities propagated from the OB localized in the anterior olfactory nucleus; at stage 2, the endopiriform nucleus, the nucleus accumbens, the entorhinal cortex, the ventral globus pallidus and the globus pallidus were all activated; at stage 3, the thalamic nuclei (mediodorsal, ventrolateral, ventromedial and centromedian nuclei), the substantia nigra pars reticulata, the entopeduncular nucleus and the sensorimotor cortex were also activated. The globus pallidus, which receives afferent fibers from the nucleus accumbens, was the first structure that was activated metabolically among the extralimbic structures. No metabolic activation occurred in the amygdala and the hippocampus in spite of the early propagation of epileptiform discharges to these structures on EEG. These results suggest that OB seizures involve the limbic structures, while the amygdala and the hippocampus have a little contribution to OB seizures. In addition, the nucleus accumbens plays an important role as a functional interface between the limbic and the motor system in OB seizures.
8656296	Regional cerebral blood flow (rCBF) was measured using positron emission tomography during eyeblink conditioning in young adults. Subjects were scanned in three experimental conditions: delay conditioning, in which binaural tones preceded air puffs to the right eye by 400 msec; pseudoconditioning, in which presentations of tone and air puff stimuli were not correlated in time; and fixation rest, which served as a baseline control. Compared with fixation, pseudoconditioning produced rCBF increases in frontal and temporal cortex, basal ganglia, left hippocampal formation, and pons. Learning-specific activations were observed in conditioning as compared with pseudoconditioning in bilateral frontal cortex, left thalamus, right medial hippocampal formation, left lingual gyrus, pons, and bilateral cerebellum; decreases in rCBF were observed for bilateral temporal cortex, and in the right hemisphere in putamen, cerebellum, and the lateral aspect of hippocampal formation. Blood flow increased as the level of learning increased in the left hemisphere in caudate, hippocampal formation, fusiform gyrus, and cerebellum, and in right temporal cortex and pons. In contrast, activation in left frontal cortex decreased as learning increased. These functional imaging results implicate many of the same structures identified by previous lesion and recording studies of eyeblink conditioning in animals and humans and suggest that the same brain regions in animals and humans mediate multiple forms of associative learning that give meaning to a previously neutral stimulus.
8690857	Hypotension- and hypertension-evoked expression of the protein product, Fos, of the immediate early gene c-fos was assessed throughout the rat brain as an approach for describing the neuronal populations that respond to alterations in arterial blood pressure. Conscious, chronically catheterized rats were treated with the vasoconstricting drug phenylephrine or the vasodilatating drug hydralazine to increase or decrease, respectively, arterial pressure by approx. 40 mm Hg for 90 min. Rats were then anesthetized, fixed by vascular perfusion, and sections representing the entire brain were processed for the immunocytochemical localization of Fos. In control rats treated with isotonic saline, few Fos-positive neurons were observed. In contrast, phenylephrine and hydralazine treatments resulted in different, yet reproducible, patterns of Fos expression in the brain, with hydralazine evoking Fos expression in more brain regions than phenylephrine. Brain regions containing Fos-positive neurons in rats treated with hydralazine included nucleus tractus solitarius, area postrema, caudal ventrolateral medulla, rostral ventrolateral medulla, bed nucleus of the stria terminalis, amygdala, paraventricular nucleus, supraoptic nucleus, subfornical organ and the Islands of Calleja. The nucleus tractus solitarius, paraventricular nucleus and the amygdala also contained Fos-positive neurons in phenylephrine-treated rats, although the number of Fos-positive neurons was always less than that noted in the hydralazine-treated rats and the location of Fos-positive neurons within these regions tended to differ between treatments. These results generally fit within an emerging understanding of brain circuitry underlying cardiovascular regulation.
8698885	Cytochrome P450s are enzymes involved in the oxidative metabolism of numerous endogenous and exogenous molecules. The enzyme cytochrome debrisoquine/sparteine-type monoxygenase is a specific form of cytochrome P450 and is found in the liver and the brain (in the rat the enzyme is known as CYP2D1). CYP2D1 has no established role in the brain; however, it has been shown to share substrate and inhibitor specificities with the dopamine transporter and the enzyme monoamine oxygenase B. Using CYP2D-specific deoxyoligonucleotide probes and a polyclonal antibody to CYP2D1, we have mapped the distribution of CYP2D mRNA and CYP2D1-like immunoreactivity in the rat central nervous system. CYP2D1 immunoreactivity and the CYP2D1 mRNA signal were heterogenously distributed between brain areas. There were moderate to high levels of immunoreactivity and mRNA signal in the olfactory bulb, olfactory tubercle, cerebral cortex, hippocampus, dentate gyrus, piriform cortex, caudate putamen, supraoptic nucleus, medial habenula, hypothalamus, thalamus, medial mammilliary nucleus and superior colliculus. In the brainstem, strong CYP2D1 immunoreactivity and CYP2D mRNA signal were observed in the substantia nigra compacta, red nucleus, interpeduncular nucleus, pontine grey, locus coeruleus, cerebellum, and the ventral horn of the spinal cord. This study indicates that CYP2D1 is widely and constitutively expressed in neuronal and some glial populations in the rat brain. The localization of CYP2D1 in several regions known to harbor catecholamines and serotonin may suggest a role for CYP2D1 in the metabolism of monoamines.
8698899	Of the three major types of opioid receptors ( mu, delta, kappa) in the nervous system, mu-opioid receptor shows the highest affinity for morphine that exerts powerful effects on nociceptive, autonomic, and psychological functions. So far, at least two isoforms of mu-opioid receptors have been cloned from rat brain. The present study attempted to examine immunohistochemically the distribution of mu-opioid receptors in the rat central nervous system with two kinds of antibodies to recently cloned mu-opioid receptors (MOR1 and MOR1B). One antibody recognized a specific site for MOR1, and the other bound to a common site for MOR1 and MOR1B. Intense MOR1-like immunoreactivity (LI) was seen in the 'patch' areas and subcallosal streak in the striatum, medial habenular nucleus, medial terminal nucleus of the accessory optic tract, interpeduncular nucleus, median raphe nucleus, parabrachial nuclei, locus coeruleus, ambiguous nucleus, nucleus of the solitary tract, and laminae I and II of the medullary and spinal dorsal horns. Many other regions, including the cerebral cortex, amygdala, thalamus, and hypothalamus, also contained many neuronal elements with MOR1-LI. The distribution pattern of the immunoreactivity revealed with the antibody to the common site for MOR1 and MOR1B (MOR1/1B-LI) was almost the same as that of MOR1-LI. Both MOR1-LI and MOR1/1B-LI were primarily located in neuronal cell bodies and dendrites. However, the immunoreactivities were observed in the accessory optic tract, fasciculus retroflexus, solitary tract, and primary afferent fibers in the superficial layers of the medullary and spinal dorsal horns. The presynaptic location of MOR1-LI and MOR1/1B-LI was confirmed by lesion experiments: Enucleation, placing a lesion in the medial habenular nucleus, removal of the nodose ganglion, or dorsal rhizotomy resulted in a clear reduction of the immunoreactivities, respectively, in the nuclei of the accessory optic tract, some subnuclei of the interpeduncular nucleus, nucleus of the solitary tract, or laminae I and II of the spinal dorsal horn. The results indicate that the mu-opioid receptors are widely distributed in the brain and spinal cord, mainly postsynaptically and occasionally presynaptically. Opioids, including morphine, may inhibit the excitation of neurons via the postsynaptic mu-opioid receptors, and also suppress the release of neurotransmitters and/or neuromodulators from axon terminals through the presynaptic mu-opioid receptors.
8698905	Our previous study has indicated that accommodative responses can be evoked with weak currents applied to a circumscribed area of the superior colliculus in the cat. We investigated efferent projections from this area with biocytin in the present study. The accommodation area in the superior colliculus was identified by systematic microstimulation in each of five anesthetized cats. Accommodative responses were detected by an infrared optometer. After mapping the superior colliculus, biocytin was injected through a glass micropipette into the accommodation area, where accommodative responses were elicited with low-intensity microstimulation. In addition, accommodative responses to stimulation of the superior colliculus were compared before and after an injection of muscimol, an agonist of inhibitory neurotransmitter, into the pretectum. Following the injection of biocytin, in the ascending projections, labeled terminals were seen mainly in the caudal portion of the nucleus of the optic tract, the nucleus of the posterior commissure, the posterior pretectal nucleus, the olivary pretectal nucleus, the mesencephalic reticular formation at the level of the oculomotor nucleus, and the lateral posterior nucleus of the thalamus on the ipsilateral side. Less dense terminals were seen in the anterior pretectal nucleus, the zona incerta, and the centromedian nucleus of the thalamus. In the descending projections, labeled terminals were observed mainly in the paramedian pontine reticular formation, the nucleus raphe interpositus, and the dorsomedial portion of the nucleus reticularis tegmenti pontis on the contralateral side. Less dense terminals were also seen in the nucleus of the brachium of the inferior colliculus, the cuneiform nucleus, the medial part of the paralemniscal tegmental field, and the dorsolateral division of the pontine nuclei on the ipsilateral side. Following the injection of muscimol into the pretectum, including the nucleus of the optic tract, the posterior pretectal nucleus, and the nucleus of the posterior commissure, accommodative responses evoked by microstimulation of the superior colliculus were reduced to 33-55% of the value before the injections. These findings suggest that the accommodation area in the superior colliculus projects to the oculomotor nucleus through the ipsilateral pretectal area, especially the nucleus of the optic tract, the nucleus of posterior commissure, and the posterior pretectal nucleus, and also projects to the pupilloconstriction area (the olivary pretectal nucleus), the vergence-related area (the mesencephalic reticular formation), and the active visual fixation-related area (the nucleus raphe interpositus).
8703556	The organization of the striatal afferent fibers from the amygdaloid complex and hippocampal formation was studied in the monkey with particular emphasis on specific projections of the ventral striatum. Retrograde tracers were injected into the different regions of the ventral (limbic) striatum and dorsolateral (sensorimotor) striatum. Labeled neurons were observed in the various regions of the amygdaloid complex and hippocampal formation. The medial ventral striatum received dense projections from the amygdala (the basal nucleus and the magnocellular division of the accessory basal nucleus), and the hippocampus (subiculum, CA1 and CA3). The shell of the nucleus accumbens (calbindin-D28k negative region) also received dense projections from the amygdala (the basal nucleus and the magnocellular division of the accessory basal nucleus), and the hippocampus (subiculum). The injections into the core of the nucleus accumbens showed scattered labeled neurons in the amygdala, and only a few labeled neurons in the hippocampus. The lateral ventral striatum received few inputs from the amygdala and hippocampus. In contrast to the ventral striatum, the dorsolateral striatum received no projection from the amygdala or the hippocampus. The connectional similarities between the medial ventral striatum and the shell of the nucleus accumbens suggest that although the medial ventral striatum is not calbindin-D28k negative, it may be regarded as a transitional zone between the shell and the rest of the ventral striatum.
8713445	In order to find brain areas involved in the vocal expression of emotion, we compared c-fos expression in three groups of saddle-back tamarins (Saguinus fuscicollis). One group, consisting of three animals, was made to utter more than 800 mobbing calls by electrical stimulation of the periaqueductal grey of the midbrain (PAG). A second group, consisting of two animals, was stimulated in the PAG with the same intensity and for the same duration as the first group but at sites that did not produce vocalization. These sites lay somewhat medial to the vocalization-eliciting sites. A third group, consisting of two animals, was stimulated at vocalization-eliciting sites in the PAG but with an intensity below vocalization threshold. Fos-like immunoreactivity that was found in the vocalizing but not in the non-vocalizing animals was located in the dorsomedial and ventrolateral prefrontal cortex, anterior cingulate cortex, ventrolateral premotor cortex, sensorimotor face cortex, insula, inferior parietal cortex, superior temporal cortex, claustrum, entorhinal and parahippocampal cortex, basal amygdaloid nucleus, anterior and dorsomedial hypothalamus, nucleus reuniens, lateral habenula, Edinger-Westphal nucleus, ventral and dorsolateral midbrain tegmentum, nucleus cuneiformis, sagulum, pedunculopontine and laterodorsal tegmental nuclei, ventral raphe, periambigual reticular formation and solitary tract nucleus. For some of these structures (e.g. anterior cingulate cortex and periambigual reticular formation), there is evidence also from electrical stimulation, lesioning and single-unit recording studies that they are involved in vocal control. For other structures (e.g. lateral habenula, Edinger-Westphal nucleus), the available evidence speaks against such a role. Fos activation in these cases is probably related to non-vocal reactions accompanying the electrically elicited vocalizations. A third group of structures consists of areas for which a role in vocal control cannot be excluded but for which the present study presents the first evidence for such a role (e.g. claustrum and sagulum). These structures deserve further studies using more specific methods.
8714873	Brains from 32 neonatal autopsies from the Seychelles were examined histologically and analyzed for mercury levels. Six brain regions were sampled: frontal and occipital cortex, temporal cortex with hippocampus, basal ganglia with thalamus, cerebellum, and pons with medulla. Tissue blocks for histology and mercury analysis were taken from opposing faces to provide for correlation of findings. Similar studies were performed on 12 reference neonatal brains from Rochester, New York. No clear-cut developmental abnormality was found, but some brains exhibited low-grade, non-specific destructive changes. Total mercury levels, most of it in the organic form, were elevated in many of the Seychelles specimens. No correlation was demonstrated between mercury levels and degree or type of histologic change. There was considerable variability in total mercury for each anatomic region among the 32 Seychelles cases, as well as from one region to another in individual brains. All values of total mercury were under 300 ppb. Statistical analysis of mean mercury levels for each region demonstrated higher values in deep subcortical nuclei, brain stem, and cerebellum, phylogenetically older parts of the brain. When total mercury concentration of each region was paired with all other areas in the same brain and the paired values plotted for the entire group of brains, high correlations were obtained for all brain pairs, suggesting a strong concentration-dependent relationship between mercury intake and brain content. Analysis of mercury levels in separately dissected blocks of grey and white matter from 12 specimens revealed no significant differences between grey and white. In comparison with other human developmental studies and with experimental developmental studies in animals, where toxicity has been demonstrated with total mercury brain levels above 1,000 ppb, this study found no evidence of toxicity within a range of mercury levels below 300 ppb. Submicroscopic changes, subcellular alterations, subtle disturbances in the unfolding of brain architectonics -- none of these are excluded with methods used in this report. Further studies of threshold effects of MeHg on fetal brain are essential. That approximately half of the mercury resides in glial elements in white matter reinforces the need to focus attention upon glia as well as neurons during development.
8719610	Androgens are involved in a variety of centrally mediated functions after binding to their intracellular receptors. In the present report, we have employed the androgen receptor antibody, PG-21, and indirect immunohistochemistry to examine the distribution of cells containing androgen receptor-like immunoreactivity (AR-IR) in the intact adult male Brazilian opossum brain and pituitary. Additional adult males were castrated to examine the effects of withdrawal of circulating androgens and testosterone replacement on AR-IR. Immunoblots and immunohistochemical controls demonstrated that the androgen receptor in the opossum brain and peripheral tissues are of a similar molecular mass as to has been reported for the rat. Cells containing AR-IR were widely distributed throughout the brain of intact adult males. The highest number of immunoreactive cells were present in the dorsal and ventral nuclei of the lateral septum, medial division of the bed nucleus of the stria terminalis, medial preoptic area, median preoptic nucleus, nucleus of the lateral olfactory tubercle, central amygdaloid nucleus, anterior cortical amygdaloid nucleus, posterior amygdaloid nucleus, subiculum, ventromedial hypothalamic nucleus, arcuate-median eminence region, and ventral premammillary nucleus. The anterior pituitary gland also contained a high number of cells containing AR-IR. The general distribution of AR-IR both in the brain and anterior pituitary gland resembled that reported for other mammalian species. Castration of the adult males four days prior to perfusion eliminated androgen receptor immunostaining throughout the brain except for a few lightly immunostained cells in the ventral nucleus of the lateral septum and stria terminalis. Androgen receptor immunostaining was decreased in the anterior pituitary gland following castration and became cytoplasmic. Testosterone administration 2 h before perfusion restored AR-IR both in the brain and anterior pituitary gland. These data suggested that immunohistochemical detection of bound (nuclear) androgen receptors as seen with PG-21 antibody in the brain and anterior pituitary gland of the opossum is dependent upon circulating androgens. Further, the wide distribution and similarity in localization of androgen receptors in the opossum brain and anterior pituitary gland to that of other species suggests that androgen receptors might be involved in similar functions in the opossum as has been reported for other species.
8724648	To investigate the evolution of the neural organization of gonadotropin-releasing hormone (GnRH), we have examined GnRH-immunoreactivity in two brachiopterygian fishes (Polypterus palmas and Calamoichthys calabaricus). Distal regions of the terminal nerve (TN) within the medial olfactory nerve contained clusters of GnRH-immunoreactive (ir) perikarya (< 10 microns). More proximal, isolated GnRH-ir neurons were present among TN fascicles as they penetrated the ventral forebrain, and a few ir neurons were observed accompanying GnRH-ir fibers in the rostromedial telencephalon. GnRH-ir neurons were not observed in the preoptic area or ventral hypothalamus. In contrast, a small group of GnRH-ir neurons was localized in the periventricular nucleus of the posterior tuberculum. GnRH-ir fibers were present in widespread areas of the brain, including the olfactory bulb, telencephalon, optic nerve, hypothalamus, thalamus, habenula, optic tectum, tegmentum, pituitary and spinal cord. To further characterize projections of TN neurons, we utilized antiserum to FMRF-amide, a small peptide produced by TN cells in other vertebrates. Perikarya that were FMRF-amide-ir within the TN were similar in distribution to GnRH-TN neurons, and the distribution of FMRF-amide-ir fibers overlapped those of GnRH-ir fibers, thus providing a useful marker for identifying TN projections. An additional population of FMRF-amide-ir neurons was present in the periventricular hypothalamus. Our results suggest that in the polypteriformes, GnRH and FMRF-amide neurons of the TN are similar to those observed in other vertebrates; however, the paucity of GnRH cells in the basal forebrain may be unique to primitive actinopterygians and elasmobranchs, and may result from the lack of migration of GnRH neurons into the forebrain, a phenomenon that likely occurs in all other vertebrate classes. Finally, the identification of GnRH-ir neurons in the posterior tuberculum is consistent with similar, and perhaps homologous, GnRH neurons present in nearly all other vertebrate classes.
8730653	The purpose of this experiment was to determine if there are sex differences in cytosolic androgen receptors (AR) in individual brain nuclei. Bilateral 500 mu diameter samples from 300 mu thick frozen brain sections were micropunched from males and females 2-3 weeks following gonadectomy. Tissue samples were taken from 12 brain nuclei: lateral septum, bed nucleus of the stria terminalis, medial preoptic nucleus, anterior hypothalamic area, arcuate nucleus, corticomedial nucleus of the amygdala, lateral preoptic area, parietal cortex, medial nucleus of the amygdala, dorsomedial nucleus of the hypothalamus, ventromedial nucleus of the hypothalamus, and dorsal hippocampus. Cytosolic ARs were found in brain regions involved in the neuromodulation of androgen dependent responses. These data suggest that behavioral differences in male reproductive responses may be the sexually dimorphic distribution of androgen receptor containing neurons.
8738154	Orphan transporter v7-3 is a member of a new subfamily of Na+, Cl- dependent neurotransmitter transporters with two large extracellular loops. Distribution of v7-3 mRNA was investigated in the rat brain. In situ hybridization study revealed that v7-3 mRNA was widely distributed in the rat central nervous system, including the olfactory bulb, the hypothalamus, the cerebral cortex, the hippocampus, and the cerebellum. In addition, intense v7-3 mRNA expression was found in the motor nuclei including the oculomotor nucleus, abducens nucleus, trigeminal motor nucleus, facial nucleus, hypoglossal nucleus and ventral horn of spinal cord. Intense hybridization signals were also observed in the nuclei containing monoaminergic neurons, such as locus coeruleus, the substantia nigra pars compacta, the ventral tegmental area, the dorsal raphe nucleus and the median raphe nucleus. This multifocal and broad nature of the v7-3 distribution suggests widespread roles for this gene product in neurons mediating several important brain function.
8738262	The distribution of the immediate-early gene and transcription factor protein, c-Fos, was examined in the brains of guinea-pigs following treatment with morphine, naloxone or naltrexone, or the induction of morphine withdrawal by these opioid antagonists. Guinea-pigs were given subcutaneous injections of morphine sulphate or tartrate three times per day in increasing doses for three days (total dose 690 mg/kg as base). Control animals received saline injections. Naloxone hydrochloride (30 mg/kg), naltrexone hydrochloride (15 mg/kg) or saline was administered subcutaneously 1 h after the last dose of morphine or saline, and the animals killed 1.5 h later by perfusion-fixation under deep sodium pentobarbitone anaesthesia. In the animals that were treated with morphine and withdrawn with either naloxone or naltrexone, c-Fos was expressed in neurons in many brain areas, including the frontal and cingulate cortices, olfactory tubercles, ventral pallidum, nucleus accumbens, habenular, paraventricular thalamic nucleus, septal and arcuate nuclei, lateral and posterior hypothalamic areas, ventral tegmental area, central grey, dorsal raphe nucleus, locus coeruleus, raphe magnus, lateral paragigantocellular nucleus and solitary tract nucleus. In contrast, only low levels of c-Fos were found in brains of animals that had been treated for three days with morphine followed by saline, or with saline followed by naltrexone or naloxone. The widespread distribution of c-Fos induced by morphine withdrawal reflects the complexity of the accompanying behavioural and autonomic responses.
8741383	Efferents from the optic tectum to the brain stem in the Japanese quail (Coturnix japonica) were studied with the anterogradely biocytin method. After injection of biocytin into the ipsilateral optic tectum, labeled terminals were seen in the rotund nucleus (Rt), neuropil part of the ventral lateral geniculate nucleus (GLnv), principal part of the dorsal lateral geniculate nucleus, lateral part of the dorsolateral thalamic nucleus, triangular nucleus (T), superficial parvocellular nucleus (SPC), pretectal nucleus, pretectal area (PA), subpretectal nucleus, central gray matter (GC), isthimo optic nucleus (ION), magnocellular and parvocellular parts of the isthimo nuclei (Imc and Ipc), semilunar nucleus (SLu), lateral and medial pontine nuclei and reticular formation (FRM) of the medulla, ipsilaterally. Labeled fibers were seen in the septomesencephalic tract nucleus, FRM, interstitio-paraetecto-subpraetectal nucleus, and the dorsal and ventral tectoreticular tracts (TRd and TRv). In the contralateral brain stem, labeled terminals were seen in the Rt, T. FRM, PA and paramedian nucleus. The contralateral terminals were remarkably fewer than those of the ipsilateral side. The present findings of the labeled terminals of the SPC and the GC at the level of the mesencephalic nucleus of the trigeminal nerve (MnT), and the topographic projection from optic tectum to the Rt in the thalamus, were original observations in the avian. The labeled terminals in the GLnv, Ipc, Imc and ION showed topographical projections from the optic tectum. Pathways to the contralateral brain stem were via the commissure posterior, ventral supraoptic decussation, and the predorsal bundle. The present results suggest that tectofugal impulses in the quail relate to various functions with special relation to the function of the GC at the level of the MnT as well as a visual function.
8749141	The clinical, oculomotor and ophthalmological features of 27 patients with pendular nystagmus were studied in whom 22 also had MR imaging of the brainstem. The nystagmus was predominately horizontal in 4 patients, torsional in 5, vertical in 3 and mixed in trajectory in 8. Fifteen patients had conjugate nystagmus. Twelve patients had disconjugate nystagmus. Eight patients had INO. In 16 patients visual acuity was 6/12 or worse. Acuity and the presence of INO were unrelated to the conjugacy of the nystagmus. The MRI cuts at the medullary, pontine and midbrain levels were analysed statistically to determine the areas where there was significant (< 0.05%) overlap between areas of abnormal signal in different patients. Significant target areas for lesions causing the nystagmus were: in the pons the medial vestibular nucleus, central tegmental and paramedian tracts; in the medulla the inferior olivary nucleus, reticular formation, dorsal accessory olivary nucleus, central tegmental tracts and olivo-cerebellar fibres; in the midbrain the red nucleus and central tegmental tracts. Horizontal pendular nystagmus was preferentially associated with pontine lesions and torsional nystagmus with medullary lesions. Patients with conjugate nystagmus had a tendency to have bilateral mirror image MRI lesions (p = 0.028). The prevalence of lesions in our patients raises a possibility that more than one neuronal mechanism must be affected to produce pendular nystagmus. The inferior olive may be responsible for the rhythm of ocular oscillation. The disruption of pathways proximal to the oculomotor nuclei may determine the instability in terms of individual eye movement.
8750937	Immunohistochemical detection of Fos, the protein product of the immediate-early gene c-fos, was evaluated as a functional marker of central neurons sensitive to a change of blood pressure/blood volume. Controlled hemorrhage and infusion of the hypotensive agent nitroprusside or hydralazine induced the appearance of Fos-immunoreactivity (Fos-IR) in several prominent groups of central neurons: the piriform cortex, bed nucleus of the stria terminalis, islands of Calleja, subfornical organ, central nucleus of the amygdala, parabrachial nucleus, supraoptic and paraventricular nuclei, pontine A5, locus ceruleus, ventrolateral medulla, the nucleus of the solitary tract, area postrema, and intermediolateral cell column in the spinal cord. Elevation of blood pressure by infusion of phenylephrine caused the appearance of Fos-IR in fewer groups of neurons: the bed nucleus of the stria terminalis, central nucleus of the amygdala, parabrachial nucleus, the nucleus of the solitary tract and area postrema. The differential distribution of Fos neurons in hypotensive versus hypertensive animals underscores the potential application of Fos as a metabolic marker in identifying a network of neurons responding to a specific cardiovascular challenge. Further, simultaneous characterization of the transmitter phenotype of Fos-containing neurons offers an additional advantage of this method over other conventional tract-tracing techniques.
8751838	The neurotoxic action of a synthetic pyrethroid, a deltamethrin formulation (Decis), was studied in adult rats. Adult male albino rats received deltamethrin in formulation at a dose of 7.0 mg/kg body weight/d in corn oil orally for 15 d. Deltamethrin-exposed rats exhibited a decrease in body weight from d 9 onward, which was significantly lowered at d 15 of exposure. Administration of deltamethrin markedly increased the wet weight of the hippocampus and pons medulla region without much affecting the weight of frontal cortex, corpus striatum, hypothalamus, and cerebellum. A significant increase in the activity of monoamine oxidase was observed in frontal cortex, hippocampus, and cerebellum, and acetylcholinesterase activity was markedly increased in frontal cortex, corpus striatum, hippocampus, cerebellum, and pons medulla. The activity of Na+,K(+)-ATPase showed marked decrease in frontal cortex, hippocampus, and cerebellum following deltamethrin exposure. The polyamine concentration in brain regions was significantly affected, and all three polyamines showed marked alterations in the cerebellum. Deltamethrin significantly increased the spontaneous locomotor activity and aggressive behavior. Maze learning was markedly decreased. Morphological changes in Purkinje neurons in the cerebellum were observed in deltamethrin-exposed rats. Results suggest significant neurochemical and neuromorphological changes, which may culminate in perturbed synaptic function following deltamethrin exposure in rats.
8761930	The prenatal development of the neurons immunoreactive for high-affinity tropomycin-related kinase (trk) receptor (pan trk which recognizes trkA, trkB, and trkC) and low-affinity p75 neurotrophin receptor (p75NTR) was examined in the human brain from embryonic weeks 10 to 34 of gestation. In the embryonic week 10 specimen in which only brainstem regions were available for evaluation, trk immunoreactivity (trk-ir) was observed in the ventral cochlear, solitary, raphe, spinal trigeminal, and hypoglossal nuclei, as well as the vestibular complex and medullary reticular formation. At this time point of gestation, p75ntr-immunoreactive (p75NTR-ir) staining was observed within these same regions plus the inferior olivary and ambiguus nuclei. At embryonic week 14, trk-ir neurons were seen within the subplate zone of the entorhinal cortex, basal forebrain, caudate nucleus, putamen, external segment of the globus pallidus, specific thalamic nuclei, lateral mammillary nucleus, habenula nucleus, select brainstem nuclei, and the dentate nucleus of cerebellum. At this gestational time point, p75NTR-ir neurons were observed in each of these structures, with the exception of the caudate nucleus, specific thalamic nuclei, lateral mammillary nucleus, and habenula nucleus. Additionally, p75NTR-ir neurons were observed within the corpus callosum. The staining pattern for both trk and p75NTR remained unchanged at embryonic weeks 15 to 16 except for the addition of trk-ir and p75NTR-ir within the cortical subplate zone, hippocampus, and subthalamic nucleus. By embryonic week 18, trk-ir neurons were widely expressed within mostly all thalamic nuclei. In contrast, trk-ir was no longer seen within the hypoglossal, cuneate, and gracile nuclei at this time point. This staining pattern for trk and p75NTR remained virtually unchanged from embryonic weeks 19 to 20 and embryonic weeks 16 to 20, respectively. From embryonic weeks 22 to 34, the distribution of both trk-ir and p75NTR-ir neurons changed gradually. During this period, neurons in most thalamic and some brainstem nuclei became progressively immunonegative for trk, whereas neurons in the neocortical subplate zone, corpus callosum, and hilar region of dentate gyrus gradually lost immunoreactivity for p75NTR. These data demonstrate an important and complex role for both the high-(trk) and low- (p75) affinity neurotrophin receptors during the development of multiple neuronal systems in the human brain.
